これから折々お宅へ伺っても宜ござんすか	ええいらっしゃい
そこさ。金に頭はさげん、実業家なんぞ――とか何とか、いろいろ小生意気な事を云うから、そんなら実業家の腕前を見せてやろう、と思ってね。こないだから大分弱らしているんだが、やっぱり頑張っているんだ。どうも剛情な奴だ。驚ろいたよ	どうも損得と云う観念の乏しい奴ですから無暗に痩我慢を張るんでしょう。昔からああ云う癖のある男で、つまり自分の損になる事に気が付かないんですから度し難いです
あはははほんとに度し難い。いろいろ手を易え品を易えてやって見るんだがね。とうとうしまいに学校の生徒にやらした	そいつは妙案ですな。利目がございましたか
これにゃあ、奴も大分困ったようだ。もう遠からず落城するに極っている	そりゃ結構です。いくら威張っても多勢に無勢ですからな
そうさ、一人じゃあ仕方がねえ。それで大分弱ったようだが、まあどんな様子か君に行って見て来てもらおうと云うのさ	はあ、そうですか。なに訳はありません。すぐ行って見ましょう。容子は帰りがけに御報知を致す事にして。面白いでしょう、あの頑固なのが意気銷沈しているところは、きっと見物ですよ
ああ、それじゃ帰りに御寄り、待っているから	それでは御免蒙ります
君少し顔色が悪いようだぜ、どうかしやせんか	別にどこも何ともないさ
でも蒼いぜ、用心せんといかんよ。時候がわるいからね。よるは安眠が出来るかね	うん
何か心配でもありゃしないか、僕に出来る事なら何でもするぜ。遠慮なく云い給え	心配って、何を？
いえ、なければいいが、もしあればと云う事さ。心配が一番毒だからな。世の中は笑って面白く暮すのが得だよ。どうも君はあまり陰気過ぎるようだ	笑うのも毒だからな。無暗に笑うと死ぬ事があるぜ
冗談云っちゃいけない。笑う門には福来るさ	昔し希臘にクリシッパスと云う哲学者があったが、君は知るまい
知らない。それがどうしたのさ	その男が笑い過ぎて死んだんだ
へえー、そいつは不思議だね、しかしそりゃ昔の事だから……	昔しだって今だって変りがあるものか。驢馬が銀の丼から無花果を食うのを見て、おかしくってたまらなくって無暗に笑ったんだ。ところがどうしても笑いがとまらない。とうとう笑い死にに死んだんだあね
ちょっとボールが這入りましたから、取らして下さい	はい
裏の書生がボールを庭へ投げ込んだんだ	裏の書生？　裏に書生がいるのかい
落雲館と云う学校さ	ああそうか、学校か。随分騒々しいだろうね
騒々しいの何のって。碌々勉強も出来やしない。僕が文部大臣なら早速閉鎖を命じてやる	ハハハ大分怒ったね。何か癪に障る事でも有るのかい
あるのないのって、朝から晩まで癪に障り続けだ	そんなに癪に障るなら越せばいいじゃないか
誰が越すもんか、失敬千万な	僕に怒ったって仕方がない。なあに小供だあね、打ちゃっておけばいいさ
君はよかろうが僕はよくない。昨日は教師を呼びつけて談判してやった	それは面白かったね。恐れ入ったろう
うん	ちょっとボールが這入りましたから取らして下さい
いや大分来るじゃないか、またボールだぜ君	うん、表から来るように契約したんだ
なるほどそれであんなにくるんだね。そうーか、分った	何が分ったんだい
なに、ボールを取りにくる源因がさ	今日はこれで十六返目だ
君うるさくないか。来ないようにしたらいいじゃないか	来ないようにするったって、来るから仕方がないさ
仕方がないと云えばそれまでだが、そう頑固にしていないでもよかろう。人間は角があると世の中を転がって行くのが骨が折れて損だよ。丸いものはごろごろどこへでも苦なしに行けるが四角なものはころがるに骨が折れるばかりじゃない、転がるたびに角がすれて痛いものだ。どうせ自分一人の世の中じゃなし、そう自分の思うように人はならないさ。まあ何だね。どうしても金のあるものに、たてを突いちゃ損だね。ただ神経ばかり痛めて、からだは悪くなる、人は褒めてくれず。向うは平気なものさ。坐って人を使いさえすればすむんだから。多勢に無勢どうせ、叶わないのは知れているさ。頑固もいいが、立て通すつもりでいるうちに、自分の勉強に障ったり、毎日の業務に煩を及ぼしたり、とどのつまりが骨折り損の草臥儲けだからね	ご免なさい。今ちょっとボールが飛びましたから、裏口へ廻って、取ってもいいですか
そらまた来たぜ	失敬な
先生どうも駄目ですよ	え、何そんな事があるものですか
利かん事もないです	私の胃病なんか、いくら薬を飲んでも同じ事ですぜ
決して、そんな事はない	ないですかな。少しは善くなりますかな
そう急には、癒りません、だんだん利きます。今でももとより大分よくなっています	そうですかな
